Price,Close,High,Low,Open,Volume,log_return,return_lag_1,return_lag_2,return_lag_3,return_lag_5,price_change_5d,price_change_10d,price_change_20d,high_low_ratio,open_close_ratio,volatility_5d,volatility_10d,volatility_20d,volume_change,volume_ma_5,volume_ma_20,volume_ratio_5d,volume_ratio_20d,price_volume_trend,sma_5,sma_10,sma_20,ema_10,ema_20,price_to_sma_5,price_to_sma_20,rsi_14,macd,macd_signal,macd_hist,bollinger_upper,bollinger_lower,bollinger_mid,bollinger_width,bollinger_position,target
Ticker,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-30,465.5869445800781,467.0801882845037,462.9387859962069,466.12358838176783,6397560,-0.002077564139758045,0.012429092950628707,0.008798370452696826,0.003248879909835417,0.005695191490331287,0.016375146205472868,0.05150838268367863,0.07603124622003055,0.008895013781007202,-0.0011512908058413482,0.007614144975087978,0.008830558103487594,0.008099189384503835,-0.2232098235382397,6639096.8,6475894.0,0.9636190272146657,0.9879037550645517,-13291.341237950479,460.9929138183594,455.4270904541016,445.54663238525393,456.2281048701205,449.18698502667087,0.009965512753041805,0.04497915759689963,83.28291873130905,7.849993200776964,5.472126917586574,2.3778662831903903,469.2042599166106,421.88900485389723,445.54663238525393,0.10619596608644317,0.9235486455322289,1
2018-01-31,467.966796875,469.7866921506785,463.6037533168106,464.1637232848082,6943348,0.0050984905196505,-0.002077564139758045,0.012429092950628707,0.008798370452696826,-0.006156259777618261,0.027878808678769573,0.05554826663002754,0.07122071497351268,0.013212345138921182,0.008193388236543083,0.005512254645017341,0.008731909960856352,0.007988166839021508,0.08531190016193668,7018207.2,6584245.6,0.989333572254749,1.0545396423243993,35400.59395263426,463.5314147949219,457.8897674560547,447.10228424072267,458.36241250737123,450.9755385360355,0.009568676336727755,0.046666083734530295,84.06364967989998,8.34740865158949,6.047183264387157,2.3002253872023326,472.3888213469489,421.81574713449646,447.10228424072267,0.11311298554051571,0.9125616834489358,0
2018-02-01,464.5719604492188,470.1365988635871,463.2070534390908,468.0367331614668,6521420,-0.007280880062384618,0.0050984905196505,-0.002077564139758045,0.012429092950628707,0.003248879909835417,0.01711227552661798,0.05323979070110485,0.07475771680877363,0.01491597860920347,-0.0074027794546047245,0.008025529418511068,0.009046157141789607,0.0077129947910726535,-0.06076722641584431,7364377.6,6683752.2,0.8855357987075514,0.9757124149515896,-47481.6768564363,465.0946411132812,460.2381134033203,448.71801300048827,459.4914212240708,452.27043586110057,-0.0011238157094463075,0.03533164925276422,77.72323271236341,8.371181285336547,6.511982868577035,1.8591984167595124,474.1399245059712,423.29610149500536,448.71801300048827,0.11330907504912333,0.8118165887193655,0
2018-02-02,454.50433349609375,464.2803820945453,452.98776359479774,463.3704344575165,7346124,-0.021909018273175013,-0.007280880062384618,0.0050984905196505,-0.002077564139758045,0.008798370452696826,-0.0136459176987771,0.007082754757004706,0.04736814715421778,0.024846008426110233,-0.019133937562940583,0.013038909761476132,0.010306314456319797,0.009591272932666565,0.12646080148188577,7088868.8,6932369.6,1.0362900213359854,1.0596844115178163,-160946.36495300953,463.83705444335936,460.557763671875,449.7457809448242,458.5846780008022,452.4831880168142,-0.020120688629470584,0.010580538501712589,66.55326987511336,7.491292950440766,6.707844884949782,0.7834480654909841,474.3008978850186,425.1906640046298,449.7457809448242,0.10919554103924717,0.5968953347454891,0
2018-02-05,446.5364990234375,451.52951942878354,444.6699514686357,447.504776263742,7926784,-0.01768630650797206,-0.021909018273175013,-0.007280880062384618,0.0050984905196505,0.012429092950628707,-0.04290754065814151,-0.01964448572853572,0.0269639927268015,0.015361718415290845,-0.002163724929125245,0.011084623613142988,0.01130168952065552,0.010584029049140345,0.07904304365131876,7027047.2,7185165.4,1.1280391001215988,1.1032152440081615,-140195.53144648878,459.83330688476565,459.66298828125,450.3319946289063,456.39410000491773,451.9168366841117,-0.02891658273170794,-0.008428216628481922,53.20080860781428,6.080940160889554,6.582463940137736,-0.5015237792481821,473.9270247727872,426.73696448502534,450.3319946289063,0.1047894905327537,0.4195700199931068,0
2018-02-06,442.5583801269531,446.1048086357407,428.44261604616736,433.9722510787017,10749804,-0.00894875347302964,-0.01768630650797206,-0.021909018273175013,-0.007280880062384618,-0.002077564139758045,-0.04946136209617069,-0.033896152926544465,0.019456112095685096,0.03990929419189112,0.01978497248823944,0.01045540077353448,0.011143742442929185,0.010815990112166496,0.35613686458467897,7897496.0,7494140.2,1.3611661215149713,1.4344279281030798,-96197.34587938791,455.22759399414065,458.11025390625,450.7543014526367,453.8785145725605,451.0255551072394,-0.02783050507995044,-0.018182680230162562,49.370631363901474,4.589321622793591,6.183835476668908,-1.5945138538753172,473.41067165105284,428.09793125422055,450.7543014526367,0.10052647362610592,0.319125454476893,0
2018-02-07,436.9587707519531,444.93824973220535,434.53225336340296,444.93824973220535,8364972,-0.012733543696602187,-0.00894875347302964,-0.01768630650797206,-0.021909018273175013,0.0050984905196505,-0.06626116709585594,-0.04022964081738367,0.004882763975809112,0.023814595484363276,-0.017933902030348767,0.006082586172994797,0.011509427783350176,0.01123780650035904,-0.2218488820819431,8181820.8,7647112.4,1.022385139503422,1.093873290001596,-106515.7364828538,449.02598876953124,456.27870178222656,450.86046142578124,450.8021975142682,449.6858613591169,-0.02687420844091004,-0.03083368772206374,46.84492198046469,2.9216821727435445,5.531404815883835,-2.609722643140291,473.22073199043433,428.50019086112815,450.86046142578124,0.09918931677416094,0.18914305769171288,1
2018-02-08,438.86029052734375,442.9783665225845,435.48885059857577,439.5719231329852,5171444,0.004342273072769837,-0.012733543696602187,-0.00894875347302964,-0.01768630650797206,-0.007280880062384618,-0.05534485959293178,-0.0391796605526501,0.0089850815091288,0.017065831850517126,-0.0016189218832936296,0.010069289801780582,0.011591961434769092,0.011275139563349813,-0.38177390193296523,7911825.6,7674890.2,0.6536347312812355,0.6738134182036897,22455.822028537135,443.88365478515624,454.48914794921876,451.0558654785156,448.63094169846374,448.65485461323374,-0.011316848916736677,-0.027037836961135264,39.10556211133841,1.733519711934946,4.771827795094058,-3.0383080831591123,472.8929707436007,429.2187602134305,451.0558654785156,0.09682661034423558,0.2207602655405264,0
