Price,Close,High,Low,Open,Volume
Ticker,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS
Date,,,,,
2018-01-01,1193.5443115234375,1213.5180913741458,1189.5939850766183,1213.5180913741458,746852
2018-01-02,1188.3070068359375,1198.2495779949886,1179.3854480414448,1193.988460589007,695988
2018-01-03,1198.7376708984375,1204.4635537549239,1185.111133841442,1193.722010344444,832810
2018-01-04,1200.4241943359375,1203.886337922657,1190.8367364595902,1198.5155669925812,640189
2018-01-05,1204.2415771484375,1209.922921894023,1196.873427407243,1199.3146674779791,568451
2018-01-08,1214.7608642578125,1217.0689236947267,1197.183895536916,1197.183895536916,801796
2018-01-09,1208.4581298828125,1221.4188722320876,1203.7531516521592,1219.7321757891348,708386
2018-01-10,1212.452880859375,1216.1812764632393,1202.865423071306,1208.5024460009527,939525
2018-01-11,1223.8603515625,1227.6331774443631,1204.6411109854778,1204.6411109854778,629248
2018-01-12,1219.732421875,1228.9647704675208,1204.6411182564593,1225.7689866683022,872539
2018-01-15,1213.69580078125,1221.1527015433287,1210.8551282836531,1221.1527015433287,1324592
2018-01-16,1226.834228515625,1233.4921566732714,1210.6332699986858,1215.5601801812304,896453
2018-01-17,1217.246826171875,1234.823800684954,1212.8526367259658,1233.0483530923086,1409691
2018-01-18,1204.5965576171875,1248.9384187361643,1198.9595341402585,1242.8131039082473,2465412
2018-01-19,1209.4791259765625,1218.711474238336,1198.4714386585704,1216.5365944935822,1491194
2018-01-22,1202.9542236328125,1211.742708908827,1195.2753928521358,1209.9672617162864,1014403
2018-01-23,1214.7166748046875,1218.2675695216171,1198.471396493559,1207.9255669856184,1284895
2018-01-24,1212.541748046875,1217.9568406069536,1185.155495279054,1214.4059460279245,1819330
2018-01-25,1218.6226806640625,1223.283229980024,1206.904771444099,1215.2049661719655,2125894
2018-01-29,1240.41650390625,1242.813314810353,1213.6959309460506,1216.1816009215597,1406390
2018-01-30,1243.0350341796875,1251.6903397203066,1234.0246175080513,1240.4162927722532,1310365
2018-01-31,1215.6044921875,1242.813246726272,1209.6123568907842,1242.813246726272,1491912
2018-02-01,1217.2908935546875,1229.3195907621246,1199.3144920272618,1218.84440973607,1563429
2018-02-02,1218.1343994140625,1223.194489446538,1200.2024242905163,1200.2024242905163,1699619
2018-02-05,1203.5313720703125,1208.5913536706225,1190.659378786138,1200.2911589844582,1585136
2018-02-06,1176.5445556640625,1197.0953804949256,1153.1530584077927,1154.0407820863206,1540401
2018-02-07,1165.2706298828125,1180.6726156394511,1160.2993984372742,1173.5708254701913,1561287
2018-02-08,1180.273193359375,1187.3749835892331,1158.7014621902933,1176.8553701194805,1146084
2018-02-09,1183.380126953125,1189.5497633499892,1164.5159982432838,1170.907565566146,810004
2018-02-12,1193.5,1198.3381588387733,1183.4687879242408,1189.5496731626167,1166428
2018-02-14,1197.894287109375,1201.2675718820608,1182.447874285854,1198.2493982340527,857401
2018-02-15,1205.6619873046875,1211.2545817001226,1188.4401255306843,1201.0901884915152,844856
2018-02-16,1200.2911376953125,1210.8550709106557,1196.6514923662492,1210.8550709106557,1091144
2018-02-19,1185.9102783203125,1206.416676984634,1179.6074608419765,1206.416676984634,495950
2018-02-20,1182.2701416015625,1192.5232824956945,1178.7635689328747,1182.5808231381095,688130
2018-02-21,1181.205322265625,1188.6622242099395,1174.4586427406648,1188.6622242099395,1406451
2018-02-22,1177.5211181640625,1184.0459743813335,1165.8032080763994,1180.761331506131,2173259
