Price,Close,High,Low,Open,Volume
Ticker,BAJFINANCE.NS,BAJFINANCE.NS,BAJFINANCE.NS,BAJFINANCE.NS,BAJFINANCE.NS
Date,,,,,
2018-01-01,168.06675720214844,171.41221481233896,167.55543344020427,171.3635151881959,5353190
2018-01-02,167.96934509277344,169.4351189593276,166.54253686696572,169.4351189593276,5762080
2018-01-03,167.0587615966797,169.3036853637188,166.63997745149885,168.19826166410448,4161360
2018-01-04,170.82786560058594,171.2417901543597,166.93213306820277,168.00346545902423,7301470
2018-01-05,176.7201690673828,177.35323453857174,171.32458589502914,171.99660215379492,9843270
2018-01-08,178.89691162109375,179.4958858695049,177.25583661046122,177.25583661046122,8250220
2018-01-09,177.20713806152344,179.49588696515534,176.28190451830403,179.49588696515534,5127210
2018-01-10,175.52223205566406,177.34835669707576,174.723599745854,177.25583185969433,4067910
2018-01-11,173.39419555664062,175.11318700793345,172.68321364230815,175.11318700793345,8184710
2018-01-12,172.3959197998047,174.42170274979568,170.5503269849319,173.65230201862244,6063160
2018-01-15,169.28421020507812,174.81128437033658,168.78263517583332,172.48358449757302,8470370
2018-01-16,164.3365936279297,170.0292334885806,164.0687679838532,170.0292334885806,10765810
2018-01-17,165.68551635742188,166.52797395147581,162.22806527922614,165.0914164925893,11995010
2018-01-18,161.7410888671875,167.2486797611918,161.088540564797,166.73735592971036,9616920
2018-01-19,165.753662109375,166.66428710013258,159.0042985914003,161.7605308056577,9745970
2018-01-22,166.1870880126953,168.10087806559267,163.42599568329373,166.93214632423687,9244980
2018-01-23,166.4159393310547,167.3217048161576,164.828438528496,166.54255538600353,12454930
2018-01-24,169.381591796875,170.1315245479015,165.2813412052589,167.02954957639236,14413130
2018-01-25,166.57177734375,169.64940951452235,165.89976112521,169.56175910194054,8808910
2018-01-29,167.0587615966797,169.00175358665567,166.5425781865054,166.63997745149885,6431370
2018-01-30,163.46493530273438,167.41424192892242,162.74423428732655,167.02953417599718,6801040
2018-01-31,163.411376953125,164.5947021623764,160.21200299237228,161.42454500720712,13322250
2018-02-01,168.43685913085938,171.41221747706308,160.1876449758926,163.7960538626812,19398120
2018-02-02,158.64393615722656,166.83471575728169,157.7966192541303,166.35260884600507,16450450
2018-02-05,156.3114013671875,158.5514506591082,150.61876072668704,155.82930919739118,14721640
2018-02-06,161.88230895996094,163.9860083125357,147.18078560046007,149.01178483633532,21094160
2018-02-07,159.88572692871094,164.3025172725386,157.83560183600736,163.62076704871035,14669830
2018-02-08,161.88230895996094,163.5233840818624,159.53512629883008,161.08855099630134,7507460
2018-02-09,159.66659545898438,161.18592872356703,157.5141967601324,158.6585711296225,7037200
2018-02-12,160.0951385498047,161.28333820096444,159.26728941445805,160.2120057741677,4721150
2018-02-14,162.64195251464844,165.27158376112254,160.84991918571944,161.0885280385654,10660360
2018-02-15,163.33346557617188,166.72274887817994,156.0046094871841,163.5039068547141,11771160
2018-02-16,163.15814208984375,165.95334028583508,162.79779158632468,164.59469940480474,9476850
2018-02-19,159.98797607421875,163.1337754638641,158.12288608031628,163.1337754638641,6953100
2018-02-20,159.603271484375,161.44887869329418,158.361512845159,161.17130421971564,5839550
2018-02-21,155.48355102539062,161.4781079557706,154.59239393324498,161.4781079557706,16897440
2018-02-22,155.86337280273438,157.53366434802874,153.53567350356363,154.6605649410915,10506250
2018-02-23,159.0822296142578,159.5302453808808,156.0581714879318,156.49156399139903,7114740
2018-02-26,163.12890625,163.60126435862216,159.38413260333448,159.72501510437505,10366590
2018-02-27,161.3612060546875,163.61586324009588,160.7963380142872,163.23117041994848,6052440
2018-02-28,159.74935913085938,161.63393202517074,158.65368447327862,160.11458401671962,17563490
2018-03-01,161.60958862304688,162.25726246495407,158.556313665747,159.23806387219673,12383900
2018-03-05,159.42799377441406,161.67290254696252,157.87456921467296,161.67290254696252,7437790
2018-03-06,159.50592041015625,162.82703653286876,158.51737870418648,161.18596129862246,9441760
2018-03-07,157.61648559570312,160.56750199598312,156.41367750204807,159.82244369415088,6445770
2018-03-08,158.56117248535156,159.52049719099594,155.2644142653549,159.23318870751382,6631960
2018-03-09,161.10801696777344,162.3741330120189,157.43142533761937,159.23806713701225,8397180
2018-03-12,162.1842041015625,163.80581104092872,161.19080303602908,161.96507806991826,4861870
2018-03-13,163.68893432617188,165.4566103230269,162.0235022771118,162.20855193378947,8208020
2018-03-14,166.55230712890625,167.60415674263402,162.47639916386174,162.84162410497385,8486590
2018-03-15,168.1251983642578,169.45462237182628,166.93212439379587,167.03925762731097,7391870
2018-03-16,164.39015197753906,167.96935888687437,163.7230102200856,166.73733418050878,10176990
2018-03-19,158.93128967285156,165.46151367757798,158.45893146806245,165.46151367757798,8489840
2018-03-20,161.40994262695312,161.97482565771102,157.30969223932092,158.45892626459175,13187580
2018-03-21,166.0117645263672,166.73733991364978,162.20855704720552,163.08509087263363,11310980
2018-03-22,165.1400909423828,167.51649003931146,164.6092991962225,166.34777331357066,11537160
2018-03-23,164.136962890625,165.08167929434913,161.18594644964475,161.18594644964475,10884260
2018-03-26,169.62017822265625,170.2434947606208,164.20511301264452,165.46148006879358,12889840
2018-03-27,172.62477111816406,175.11317796778306,170.41881319555907,170.43829601905247,16702390
2018-03-28,172.1475372314453,174.62619500599004,171.49012946491075,173.0678962157628,9869600
2018-04-02,177.11949157714844,177.7428082279995,172.2887763872718,172.2887763872718,6332030
2018-04-03,178.6436767578125,179.20368530217394,175.46378587121276,177.25581915758508,10494570
2018-04-04,180.1970977783203,182.08653028049162,178.8822822112517,179.203681902336,17934410
2018-04-05,186.56663513183594,187.199700607143,181.73593494468682,181.73593494468682,13859590
2018-04-06,188.70928955078125,189.28392142729186,185.90923162943696,186.8977732228786,16120010
2018-04-09,189.35696411132812,191.6456981993424,187.99344872385467,189.1962568122236,11317920
2018-04-10,187.5843963623047,190.1555793684018,186.37672872766333,189.91697049433947,10138110
2018-04-11,187.44802856445312,190.40391905868893,184.2097040130286,187.5795190426434,11889760
2018-04-12,187.90579223632812,189.14756593452648,186.12349276650886,187.3603920433641,5353540
2018-04-13,186.44488525390625,189.80495156019626,185.78747742286166,188.0664922278856,5928860
2018-04-16,189.26441955566406,189.91695294399304,184.8086786318783,186.4059283083503,7727230
2018-04-17,188.46092224121094,190.8811464988752,186.80036458432699,190.8811464988752,6962030
2018-04-18,187.6623077392578,189.97052456286875,187.1217819711122,189.52739805471506,4629050
2018-04-19,186.34263610839844,188.50476894522853,185.8410611178434,188.45606931428281,6325890
2018-04-20,183.13836669921875,185.80694864285553,180.19222512690828,185.80694864285553,12261960
