Date,Close,High,Low,Open,Volume,log_return,return_lag_1,return_lag_2,return_lag_3,return_lag_5,price_change_5d,price_change_10d,price_change_20d,high_low_ratio,open_close_ratio,volatility_5d,volatility_10d,volatility_20d,volume_change,volume_ma_5,volume_ma_20,volume_ratio_5d,volume_ratio_20d,price_volume_trend,sma_5,sma_10,sma_20,ema_10,ema_20,price_to_sma_5,price_to_sma_20,rsi_14,macd,macd_signal,macd_hist,bollinger_upper,bollinger_lower,bollinger_mid,bollinger_width,bollinger_position,target,avg_polarity,avg_confidence,news_article_count,sentiment_change,momentum_3d,momentum_5d
2018-01-30,465.5869445800781,467.0801882845037,462.9387859962069,466.12358838176783,6397560,-0.002077564139758,0.0124290929506287,0.0087983704526968,0.0032488799098354,0.0056951914903312,0.0163751462054728,0.0515083826836786,0.0760312462200305,0.0088950137810072,-0.0011512908058413,0.0076141449750879,0.0088305581034875,0.0080991893845038,-0.2232098235382397,6639096.8,6475894.0,0.9636190272146656,0.9879037550645516,-13291.34123795048,460.9929138183594,455.4270904541016,445.54663238525393,456.2281048701205,449.18698502667087,0.0099655127530418,0.0449791575968996,83.28291873130905,7.849993200776964,5.472126917586574,2.3778662831903903,469.2042599166106,421.8890048538972,445.54663238525393,0.1061959660864431,0.9235486455322288,1,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-31,467.966796875,469.7866921506785,463.6037533168106,464.1637232848082,6943348,0.0050984905196505,-0.002077564139758,0.0124290929506287,0.0087983704526968,-0.0061562597776182,0.0278788086787695,0.0555482666300275,0.0712207149735126,0.0132123451389211,0.008193388236543,0.0055122546450173,0.0087319099608563,0.0079881668390215,0.0853119001619366,7018207.2,6584245.6,0.989333572254749,1.0545396423243991,35400.59395263426,463.5314147949219,457.8897674560547,447.10228424072267,458.3624125073712,450.9755385360355,0.0095686763367277,0.0466660837345302,84.06364967989998,8.34740865158949,6.047183264387157,2.3002253872023326,472.3888213469489,421.81574713449646,447.10228424072267,0.1131129855405157,0.9125616834489358,0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-01,464.5719604492188,470.1365988635871,463.2070534390908,468.0367331614668,6521420,-0.0072808800623846,0.0050984905196505,-0.002077564139758,0.0124290929506287,0.0032488799098354,0.0171122755266179,0.0532397907011048,0.0747577168087736,0.0149159786092034,-0.0074027794546047,0.008025529418511,0.0090461571417896,0.0077129947910726,-0.0607672264158443,7364377.6,6683752.2,0.8855357987075514,0.9757124149515896,-47481.6768564363,465.0946411132812,460.2381134033203,448.7180130004882,459.4914212240708,452.27043586110057,-0.0011238157094463,0.0353316492527642,77.72323271236341,8.371181285336547,6.511982868577035,1.8591984167595124,474.1399245059712,423.29610149500536,448.7180130004882,0.1133090750491233,0.8118165887193655,0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-02,454.50433349609375,464.2803820945453,452.98776359479774,463.3704344575165,7346124,-0.021909018273175,-0.0072808800623846,0.0050984905196505,-0.002077564139758,0.0087983704526968,-0.0136459176987771,0.0070827547570047,0.0473681471542177,0.0248460084261102,-0.0191339375629405,0.0130389097614761,0.0103063144563197,0.0095912729326665,0.1264608014818857,7088868.8,6932369.6,1.0362900213359854,1.0596844115178163,-160946.36495300953,463.83705444335936,460.557763671875,449.7457809448242,458.5846780008022,452.4831880168142,-0.0201206886294705,0.0105805385017125,66.55326987511336,7.491292950440766,6.707844884949782,0.7834480654909841,474.3008978850186,425.1906640046298,449.7457809448242,0.1091955410392471,0.5968953347454891,0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-05,446.5364990234375,451.52951942878354,444.6699514686357,447.504776263742,7926784,-0.017686306507972,-0.021909018273175,-0.0072808800623846,0.0050984905196505,0.0124290929506287,-0.0429075406581415,-0.0196444857285357,0.0269639927268015,0.0153617184152908,-0.0021637249291252,0.0110846236131429,0.0113016895206555,0.0105840290491403,0.0790430436513187,7027047.2,7185165.4,1.1280391001215988,1.1032152440081615,-140195.53144648878,459.8333068847657,459.66298828125,450.3319946289063,456.3941000049177,451.9168366841117,-0.0289165827317079,-0.0084282166284819,53.20080860781428,6.080940160889554,6.582463940137736,-0.5015237792481821,473.9270247727872,426.7369644850253,450.3319946289063,0.1047894905327537,0.4195700199931068,0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-06,442.5583801269531,446.1048086357407,428.44261604616736,433.9722510787017,10749804,-0.0089487534730296,-0.017686306507972,-0.021909018273175,-0.0072808800623846,-0.002077564139758,-0.0494613620961706,-0.0338961529265444,0.019456112095685,0.0399092941918911,0.0197849724882394,0.0104554007735344,0.0111437424429291,0.0108159901121664,0.3561368645846789,7897496.0,7494140.2,1.3611661215149713,1.4344279281030798,-96197.34587938793,455.2275939941407,458.11025390625,450.7543014526367,453.8785145725605,451.0255551072394,-0.0278305050799504,-0.0181826802301625,49.370631363901474,4.589321622793591,6.183835476668908,-1.5945138538753172,473.4106716510528,428.09793125422055,450.7543014526367,0.1005264736261059,0.319125454476893,0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-07,436.9587707519531,444.93824973220535,434.53225336340296,444.93824973220535,8364972,-0.0127335436966021,-0.0089487534730296,-0.017686306507972,-0.021909018273175,0.0050984905196505,-0.0662611670958559,-0.0402296408173836,0.0048827639758091,0.0238145954843632,-0.0179339020303487,0.0060825861729947,0.0115094277833501,0.011237806500359,-0.2218488820819431,8181820.8,7647112.4,1.022385139503422,1.093873290001596,-106515.7364828538,449.0259887695312,456.27870178222656,450.8604614257813,450.8021975142682,449.6858613591169,-0.02687420844091,-0.0308336877220637,46.84492198046469,2.9216821727435445,5.531404815883835,-2.609722643140291,473.22073199043433,428.50019086112815,450.8604614257813,0.0991893167741609,0.1891430576917128,1,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-08,438.86029052734375,442.9783665225845,435.48885059857577,439.5719231329852,5171444,0.0043422730727698,-0.0127335436966021,-0.0089487534730296,-0.017686306507972,-0.0072808800623846,-0.0553448595929317,-0.0391796605526501,0.0089850815091288,0.0170658318505171,-0.0016189218832936,0.0100692898017805,0.011591961434769,0.0112751395633498,-0.3817739019329652,7911825.6,7674890.2,0.6536347312812355,0.6738134182036897,22455.82202853713,443.8836547851562,454.4891479492188,451.0558654785156,448.6309416984637,448.65485461323374,-0.0113168489167366,-0.0270378369611352,39.10556211133841,1.733519711934946,4.771827795094058,-3.0383080831591123,472.8929707436007,429.2187602134305,451.0558654785156,0.0968266103442355,0.2207602655405264,0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-09,431.52239990234375,435.06882834683466,430.2624747903202,431.1490961420686,6408952,-0.0168616967272072,0.0043422730727698,-0.0127335436966021,-0.0089487534730296,-0.021909018273175,-0.0505648283196127,-0.0635207425326875,-0.0123094897143147,0.0111381322443566,0.0008658344958055,0.0089404619226994,0.0112808009502601,0.0118679586416926,0.2392964131488226,7724391.2,7792383.0,0.8297031874822705,0.8224636802374832,-108065.80496322805,439.2872680664062,451.5621612548828,450.7869644165039,445.5202977355328,447.0231922598156,-0.0176760601285823,-0.0427354072651503,30.12764962309501,0.1975091903676684,3.856964074148781,-3.659454883781112,473.47391664922816,428.10001218377965,450.7869644165039,0.100654872583062,0.0754263438177375,1,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-12,437.8570251464844,440.0385467099038,432.8406790413609,433.9722676990568,4381108,0.014573009596576,-0.0168616967272072,0.0043422730727698,-0.0127335436966021,-0.017686306507972,-0.0194373223598404,-0.0615108553185417,0.0060847385425559,0.0164388539070142,0.0089516260290658,0.0130452177402734,0.0116946284067587,0.0123101916420002,-0.316408049241124,7015256.0,7794603.0,0.6245114932370252,0.5620694216241674,63845.92892763608,437.5513732910157,448.6923400878906,450.9193710327148,444.1269754466149,446.1502239633079,0.0006985507854078,-0.0289682518103281,34.201903625162814,-0.502842443126724,2.98500277069368,-3.487845213820404,473.25165091414925,428.5870911512804,450.9193710327148,0.0990522089582804,0.2075456255344173,1,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14,439.3736267089844,442.8150737046766,437.3904199657041,440.9252000338017,3577188,0.0034577065229057,0.014573009596576,-0.0168616967272072,0.0043422730727698,-0.0089487534730296,-0.0071962334484665,-0.056301660036314,-0.0076932848035121,0.0123463344388794,-0.0035189037158646,0.0130308427160543,0.0120449839942682,0.0116813587035429,-0.1834969601297206,5580732.8,7344640.2,0.6409889396603973,0.4870474117983342,12368.866281260292,436.9144226074219,446.0710083007813,450.7490493774414,443.2627302215912,445.5048337486104,0.0056285715790438,-0.0252367091714743,37.32565363618808,-0.9248381288487622,2.203034590785192,-3.127872719633954,473.39249424226085,428.10560451262194,450.7490493774414,0.1004702944846751,0.2488142211494788,0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-15,439.08197021484375,442.0801064198968,437.4720673108888,440.9018369261044,4915224,-0.0006640210521248,0.0034577065229057,0.014573009596576,-0.0168616967272072,-0.0127335436966021,0.0048590384379672,-0.0617240942157522,-0.0096044940287181,0.0104947126541162,-0.0041276006558477,0.0114372441062829,0.0115953744916889,0.0116749788894839,0.3740468770442033,4890783.2,7268132.2,1.0049973182209344,0.6762705829704088,-3263.812211909109,437.3390625,443.1825256347656,450.5361465454101,442.5025920385461,444.89313245968026,0.0039852550670425,-0.0254234347641003,35.63985235606927,-1.2681881086041358,1.5087900509073269,-2.7769781595114624,473.54995085605697,427.5223422347633,450.5361465454101,0.1021618553233097,0.25114552605135,0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-16,438.3119812011719,442.103405552861,437.6237032498279,439.5485802283777,3583520,-0.0017551732835639,-0.0006640210521248,0.0034577065229057,0.014573009596576,0.0043422730727698,-0.0012493938002753,-0.0565251058687544,-0.0062946999734598,0.0102203510174572,-0.0028133386907161,0.0113120967260265,0.0116785671562982,0.0116294049847825,-0.2709345494732285,4573198.4,7302033.4,0.7835916324994777,0.4907564514837743,-6289.698565117161,437.2294006347656,440.55652770996096,450.39732055664064,441.7406627953872,444.26635614934617,0.0024760013046574,-0.0268326182325698,30.710711738218293,-1.584165841883646,0.8901988723491323,-2.4743647142327783,473.6829786929591,427.11166242032215,450.39732055664064,0.1034005180472211,0.2404982224526577,0,0.0,0.0,0.0,0.0,0.0,0.0
